service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
199841,1,1,1,1,1,1,1,20220822,20270821
199854,1,1,1,1,1,0,0,20220901,20250122
199856,1,1,1,1,1,0,0,20220901,20250122
199857,1,1,1,1,1,0,0,20220901,20250122
199875,1,1,0,1,1,0,0,20220901,20250122
199883,0,0,1,0,0,0,0,20220901,20250122
199884,0,0,1,0,0,0,0,20220901,20250122
199893,0,0,1,0,0,1,1,20220901,20250122
199903,0,0,0,0,0,1,1,20220901,20250122
199913,1,1,1,1,1,0,1,20220901,20250122
199926,0,0,0,0,0,0,1,20220901,20250122
199936,0,0,0,0,0,1,0,20220901,20250122
199979,1,1,1,1,1,1,1,20220822,20270830
199980,0,1,0,0,0,0,0,20220901,20250122
199987,0,1,1,0,1,0,0,20220901,20250122
199994,0,0,1,0,1,1,0,20220901,20250122
200001,0,0,0,0,0,1,0,20220901,20250122
200008,0,0,0,0,0,0,1,20220901,20250122
200015,0,0,0,0,1,0,0,20220901,20250122
200054,0,0,0,0,0,0,1,20220901,20250122
200055,1,1,1,1,1,0,0,20220901,20250122
200056,0,0,0,0,0,1,1,20220901,20250122
200101,1,1,1,1,1,1,0,20220901,20241231
200114,1,1,1,1,1,0,0,20220901,20250122
200115,1,1,1,1,1,1,0,20220901,20250122
200139,1,1,1,1,1,1,0,20220901,20241231
200361,0,0,0,0,0,1,1,20220901,20291231
200432,1,1,1,1,1,0,0,20220901,20261231
200433,1,1,1,1,1,0,0,20220901,20261231
200435,1,1,1,1,1,0,0,20220901,20241231
200436,1,1,1,1,1,1,0,20220901,20241231
200677,1,1,1,1,1,0,0,20220901,20241231
200687,1,1,1,1,1,1,1,20210618,20251227
200688,1,1,1,1,1,1,1,20210618,20251227
200689,1,1,1,1,1,1,1,20210618,20251227
200690,1,1,1,1,1,1,1,20210618,20251227
200716,1,1,1,1,1,1,1,20210618,20251227
200731,1,1,1,1,1,1,1,20191126,20241201
200778,0,1,0,1,0,1,1,20221001,20240331
200779,1,1,1,1,1,1,1,20221001,20240331
200782,1,1,1,1,1,1,1,20221001,20240331
200784,1,1,1,1,1,0,0,20221001,20240331
200785,1,1,1,1,1,0,0,20221001,20240331
200790,1,1,1,1,1,0,0,20221001,20240331
200792,0,0,0,0,0,1,1,20221001,20240331
201110,0,0,0,0,0,1,0,20221001,20240131
201111,0,0,0,0,0,1,0,20221001,20240131
201112,0,0,0,0,0,1,0,20221001,20240131
201116,0,0,0,0,0,1,0,20221001,20250122
201117,0,0,0,0,0,1,0,20221001,20250122
201118,1,1,1,1,1,0,0,20220909,20250122
201122,1,1,1,1,1,0,0,20220912,20250122
201123,1,1,1,1,1,0,0,20220912,20250122
201124,1,1,1,1,1,0,0,20220912,20250122
201125,1,1,1,1,1,0,0,20220912,20250122
201126,1,1,1,1,1,0,0,20220912,20250122
201127,0,0,0,0,0,1,0,20220912,20250122
201130,0,0,0,0,0,1,1,20220909,20250122
201160,1,1,1,1,1,0,0,20220912,20250122
201161,0,0,0,0,0,1,0,20220912,20250122
201201,0,1,0,1,0,0,0,20220912,20241231
201203,1,0,1,0,1,1,1,20220912,20270831
201213,0,1,0,1,0,0,0,20220912,20270831
201217,1,1,1,1,1,0,0,20220912,20270831
201249,1,1,1,1,1,1,1,20220912,20251214
201260,1,1,1,1,1,0,0,20221001,20250122
201261,1,1,1,1,1,0,0,20221001,20250122
201262,1,1,1,1,1,0,0,20221001,20250122
201264,1,1,1,1,1,0,0,20221001,20250122
201265,1,1,1,1,1,0,0,20221001,20250122
201266,1,1,1,1,1,0,0,20221001,20250122
201268,0,0,0,0,0,1,0,20221001,20250122
201269,0,0,0,0,0,1,0,20221001,20250122
201270,0,0,0,0,0,1,0,20221001,20250122
201271,0,0,0,0,0,1,0,20221001,20250122
201272,0,0,0,0,0,1,0,20221001,20250122
201276,1,1,1,1,1,1,1,20220912,20260131
201287,1,1,1,1,1,0,0,20230701,20240131
201288,1,1,1,1,1,1,1,20221001,20240331
201379,1,1,1,1,1,0,0,20221001,20240131
201380,1,1,1,1,1,0,0,20221001,20240131
201381,1,1,1,1,1,0,0,20221001,20240131
201382,1,1,1,1,1,0,0,20221001,20240131
201384,1,1,1,1,1,0,0,20221001,20240131
201385,1,1,1,1,1,0,0,20221001,20240131
201397,1,1,1,1,1,0,0,20221001,20250122
201398,1,1,1,1,1,0,0,20221001,20250122
201399,1,1,1,1,1,0,0,20221001,20250122
201400,1,1,1,1,1,0,0,20221001,20250122
201401,1,1,1,1,1,0,0,20221001,20250122
201402,1,1,1,1,1,0,0,20221001,20250122
201403,1,1,1,1,1,0,0,20221001,20250122
201404,1,1,1,1,1,0,0,20221001,20250122
201405,1,1,1,1,1,0,0,20221001,20250122
201406,1,1,1,1,1,0,0,20221001,20250122
201407,1,1,1,1,1,0,0,20221001,20250122
201408,1,1,1,1,1,0,0,20221001,20250122
201409,1,1,1,1,1,0,0,20221001,20250122
201410,1,1,1,1,1,0,0,20221001,20250122
201411,1,1,1,1,1,0,0,20221001,20250122
201425,1,1,1,1,1,0,0,20221001,20240331
201578,0,0,0,0,0,0,1,20221001,20240131
201579,0,0,0,0,0,0,1,20221001,20240131
201580,0,0,0,0,0,0,1,20221001,20240131
201673,0,0,0,0,0,0,1,20221001,20250122
201674,0,0,0,0,0,0,1,20221001,20250122
201675,0,0,0,0,0,0,1,20221001,20250122
201676,0,0,0,0,0,0,1,20221001,20250122
201677,0,0,0,0,0,0,1,20221001,20250122
201678,1,0,0,0,0,0,0,20221031,20250122
201679,1,0,0,0,0,0,0,20221031,20250122
201727,1,1,1,1,1,0,0,20230301,20240331
201833,1,1,1,1,1,1,0,20221003,20270831
201834,1,1,1,1,1,1,0,20221003,20270831
201838,1,1,0,1,1,0,0,20230701,20280930
201866,0,0,0,0,0,1,0,20221001,20240331
201901,1,1,1,1,1,1,0,20221003,20250122
201902,1,1,1,1,1,0,0,20221003,20250122
201906,0,0,0,0,0,0,1,20231001,20250122
201966,1,1,1,1,1,0,0,20221003,20270831
201994,1,1,1,1,1,0,0,20221001,20240331
201995,1,1,1,1,1,1,1,20221001,20240331
201996,1,1,1,1,1,0,0,20221001,20240331
202212,1,1,1,1,1,0,0,20221031,20250122
202213,1,0,1,1,1,0,0,20221031,20250122
202248,1,1,1,1,1,1,1,20220630,20250518
202484,1,1,1,1,1,0,0,20221001,20250621
202495,1,1,1,1,1,1,0,20231001,20300331
202520,1,1,1,1,1,0,0,20221008,20300331
202521,1,1,1,1,1,1,1,20221008,20300331
202522,1,1,1,1,1,1,1,20221008,20300331
202523,1,1,1,1,1,1,1,20221008,20300331
202528,0,0,0,0,1,0,0,20231001,20240331
202529,1,1,1,1,1,1,1,20231001,20240331
202530,1,1,1,1,0,1,1,20231001,20240331
202531,1,1,1,1,1,1,1,20231001,20300331
202534,1,1,1,1,1,1,1,20221010,20241231
202535,1,1,1,1,1,1,1,20221010,20241231
202903,1,1,1,1,1,1,1,20221012,20300331
202953,1,1,1,1,1,1,0,20221001,20291231
202957,0,0,0,0,0,1,1,20221001,20291231
202975,1,1,1,1,1,0,0,20230101,20280630
202984,1,1,1,1,1,0,0,20221010,20241231
202992,1,1,1,1,1,0,0,20221010,20241231
202999,1,1,1,1,1,0,0,20221010,20241231
203000,1,1,1,1,1,0,0,20221010,20241231
203002,0,0,0,0,1,0,0,20221001,20291231
203017,0,1,0,0,0,0,0,20221001,20291231
203018,0,1,0,0,0,0,0,20221001,20291231
203020,1,1,1,1,1,0,0,20221001,20291231
203021,0,0,0,0,1,0,0,20221001,20291231
203051,1,1,1,1,1,0,0,20221010,20241231
203162,1,1,1,1,1,0,0,20230101,20280630
203279,0,0,0,0,0,0,1,20221201,20240331
203301,1,1,1,1,1,0,0,20221017,20250930
203328,0,1,0,0,0,0,0,20221031,20250122
203329,0,1,0,0,0,0,0,20221031,20250122
203330,0,0,1,1,1,0,0,20221031,20250122
203331,0,0,1,1,1,0,0,20221031,20250122
203332,0,0,0,0,0,1,0,20221031,20250122
203339,1,1,1,1,1,0,0,20221031,20250122
203340,1,1,1,1,1,0,0,20230901,20250122
203341,0,0,0,0,0,1,0,20230901,20250122
203345,0,0,0,0,0,1,1,20221031,20250122
203346,0,1,0,0,0,0,0,20221031,20250122
203358,0,0,0,0,0,1,0,20221031,20250122
203359,0,0,0,0,0,1,0,20221031,20250122
203411,0,0,0,1,0,0,0,20221031,20250930
203587,1,1,1,1,1,0,0,20221031,20250122
203588,1,1,1,1,1,0,0,20221031,20250122
203589,1,1,1,1,1,0,0,20221031,20250122
203675,1,0,0,0,0,0,0,20221031,20250930
203742,1,1,1,1,1,0,0,20221101,20250122
203743,1,1,1,1,1,0,0,20221101,20250122
203744,1,1,1,1,1,0,0,20221101,20250122
203745,1,1,1,1,1,0,0,20221101,20250122
203746,1,1,1,1,1,0,0,20221101,20250122
203747,1,1,1,1,1,0,0,20221101,20250122
203748,1,1,1,1,1,0,0,20221101,20250122
203751,1,1,1,1,1,0,0,20230701,20280930
203752,1,1,1,1,1,0,0,20231001,20300331
203755,1,1,1,1,1,0,0,20230701,20280930
203987,1,1,1,1,1,1,1,20221031,20250122
203988,1,1,1,1,1,1,0,20221031,20250122
203992,1,1,1,1,1,0,0,20221031,20250122
203995,1,1,1,1,1,1,1,20221031,20250122
203996,0,0,0,0,0,1,0,20221031,20250122
203997,0,0,0,0,0,0,1,20221031,20250122
203998,0,0,0,0,0,1,1,20221031,20250122
204001,1,1,1,1,1,0,0,20221031,20250122
204016,1,1,1,1,1,0,0,20221031,20250122
204143,1,1,1,1,1,0,0,20221101,20250122
204167,0,0,0,0,1,0,1,20221101,20260210
204169,1,1,1,1,1,1,0,20221101,20260210
204172,1,1,1,1,1,1,1,20221101,20240731
204173,1,1,1,1,1,1,0,20221101,20260210
204174,1,1,1,1,1,1,1,20221101,20260928
204594,1,1,1,1,1,0,0,20221114,20270831
204606,1,1,1,1,1,0,0,20221114,20270831
204673,1,1,1,1,1,1,0,20221201,20240331
204804,1,1,1,1,1,1,1,20221114,20250122
204812,0,0,0,1,0,0,0,20230901,20240612
204813,1,1,1,1,1,0,0,20230901,20240612
204814,1,1,1,1,1,0,0,20230901,20240612
204878,1,1,1,1,1,0,0,20221112,20290930
204879,1,1,1,1,1,0,1,20221112,20290930
204881,0,0,0,0,0,0,1,20221112,20290930
204890,1,1,1,1,1,1,1,20221201,20250528
204984,0,0,1,0,0,0,0,20221121,20241231
205231,0,1,1,0,0,0,0,20230101,20241231
205232,0,1,1,0,0,0,0,20230101,20241231
205254,1,1,1,1,1,0,0,20230101,20241231
205257,1,1,1,1,1,1,1,20230101,20241231
205278,1,1,1,1,1,0,0,20230101,20241231
205298,1,1,1,1,1,1,1,20230101,20241231
205329,1,1,1,1,1,1,1,20230101,20241231
205569,0,0,0,0,0,0,1,20221120,20271119
205607,1,1,1,1,1,0,0,20230101,20241231
205608,1,1,1,1,1,1,1,20230101,20241231
205615,1,1,1,1,1,1,1,20230101,20241231
205616,1,1,1,1,1,1,1,20230101,20241231
205617,1,1,1,1,1,1,1,20230101,20241231
205624,1,1,1,1,1,0,0,20221121,20241231
205625,1,1,1,1,1,0,0,20230101,20241231
205626,1,1,0,0,0,0,0,20230101,20241231
205628,1,1,1,1,1,0,0,20230101,20241231
205629,0,1,0,0,0,0,0,20230101,20241231
205630,1,1,1,1,1,0,0,20230101,20241231
205633,1,0,0,0,0,0,0,20230101,20241231
205634,1,0,0,0,0,0,0,20230101,20241231
205635,1,1,1,1,1,0,0,20230101,20241231
205637,0,1,0,0,0,0,0,20230101,20241231
205640,1,1,1,1,1,0,0,20230101,20241231
205643,1,1,1,1,1,0,0,20230101,20241231
205647,1,1,1,1,1,0,0,20230101,20241231
205649,1,1,1,1,1,0,0,20230101,20241231
205650,1,1,1,1,1,0,0,20230101,20241231
205651,1,1,1,1,1,0,0,20230101,20241231
205652,1,1,1,1,1,1,1,20231025,20280930
205653,1,1,1,1,1,1,1,20231025,20280930
205654,1,1,1,1,1,1,1,20231025,20280930
205666,1,1,1,1,1,0,0,20230101,20250122
205667,1,1,1,1,1,0,0,20230101,20250122
205668,1,1,1,1,1,0,0,20230101,20250122
205674,0,0,0,0,0,1,0,20230101,20250122
205678,1,1,1,1,1,0,0,20230101,20250122
205679,0,0,0,0,0,1,0,20230101,20250122
205715,1,1,1,1,1,0,0,20230101,20241231
205716,1,1,1,1,1,0,0,20231025,20280930
205718,1,1,1,1,1,0,0,20231025,20280930
205719,1,1,1,1,1,0,0,20231025,20280930
205720,1,1,1,1,1,0,0,20231025,20280930
205725,1,1,1,1,1,0,0,20231025,20280930
205726,1,1,1,1,1,0,0,20231025,20280930
205727,1,1,1,1,1,0,0,20231025,20280930
205730,1,1,1,1,1,0,0,20231025,20280930
205731,1,1,1,1,1,0,0,20231025,20280930
205738,1,1,1,1,1,0,0,20230201,20300630
205740,1,1,1,1,1,1,0,20230101,20241231
205743,1,1,1,1,1,0,0,20230101,20241231
205749,0,0,0,0,0,0,1,20230101,20241231
205760,1,1,1,1,1,0,0,20230101,20241231
205762,1,1,1,1,0,0,0,20230101,20241231
205769,1,1,1,1,0,0,0,20230101,20241231
205776,1,1,1,1,1,1,1,20221122,20240413
205798,1,1,1,1,1,0,0,20230101,20241231
205799,0,0,0,0,0,1,1,20230101,20241231
205801,1,0,0,1,1,1,1,20230101,20241231
205802,0,1,0,1,0,0,0,20230101,20241231
205803,0,1,0,1,0,0,0,20230101,20241231
205804,1,1,1,1,1,1,1,20230101,20241231
205805,0,1,1,0,0,0,0,20230101,20241231
205806,0,0,0,0,1,0,1,20230901,20240131
205817,1,1,1,1,1,1,0,20230101,20241231
205823,1,1,1,1,1,0,0,20230101,20241231
205824,0,0,0,0,1,0,1,20230901,20240131
205825,1,1,1,1,1,0,0,20230101,20241231
205827,1,1,1,1,1,1,1,20221201,20240131
205828,1,1,1,1,1,1,1,20230901,20240131
205830,1,1,1,1,1,1,0,20230101,20241231
205831,1,1,1,1,1,1,1,20230101,20241231
205832,1,1,1,1,1,0,0,20221128,20250122
205833,1,1,1,1,1,0,0,20221128,20250122
205834,0,0,0,0,0,1,1,20221128,20250122
205835,1,1,1,1,1,0,0,20221128,20250122
205836,1,1,1,1,1,0,0,20221128,20250122
205837,1,1,1,1,1,1,1,20221128,20250122
205838,0,0,0,0,0,1,1,20221128,20250122
205842,1,1,1,1,1,1,0,20230101,20241231
205845,0,0,0,0,0,1,0,20230101,20241231
205846,0,1,0,0,0,0,0,20230101,20241231
205857,0,0,0,0,1,0,0,20230101,20241231
205858,0,0,0,0,0,1,0,20230101,20241231
205859,1,0,0,0,0,0,0,20230101,20241231
205860,0,1,0,0,0,0,0,20230101,20241231
205861,0,0,1,1,0,0,0,20230101,20241231
205862,0,0,0,0,1,0,0,20230101,20241231
205863,0,0,0,0,0,1,0,20230101,20241231
205864,1,1,1,1,1,1,0,20230101,20241231
205865,0,0,1,0,0,0,0,20230101,20241231
205866,1,1,0,1,0,1,0,20230101,20241231
205870,0,0,1,0,1,0,1,20230101,20241231
205880,0,0,1,0,0,0,0,20230101,20241231
205892,0,0,0,0,0,1,0,20230101,20241231
205893,1,1,1,1,1,0,0,20230101,20241231
205908,1,1,1,1,1,1,0,20230101,20241231
205909,1,1,1,1,1,0,0,20230101,20241231
205910,1,1,1,1,1,0,0,20230101,20241231
205911,0,0,0,1,0,0,0,20230101,20241231
205913,0,0,0,1,0,0,0,20230101,20241231
205914,1,1,0,0,1,1,0,20230101,20241231
205915,1,1,1,1,1,1,0,20230101,20241231
205919,1,1,1,1,1,0,0,20230101,20241231
205921,0,0,0,0,0,1,0,20230101,20241231
205933,1,1,1,1,0,0,0,20230101,20241231
205946,0,0,0,0,1,0,0,20230101,20241231
205947,1,1,1,1,0,0,0,20230101,20241231
205948,0,0,0,0,1,0,0,20230101,20241231
205958,1,0,1,0,1,0,0,20221127,20241231
205959,0,0,0,0,0,0,1,20221127,20241231
205960,1,1,1,1,1,0,0,20230101,20241231
205971,1,0,1,0,1,0,0,20221127,20241231
205972,0,0,0,0,0,0,1,20221127,20241231
205980,1,1,1,1,1,0,0,20230101,20241231
205982,1,1,1,1,1,0,0,20230101,20241231
205989,1,1,1,1,1,1,1,20230101,20241231
205990,1,1,1,1,1,1,0,20230101,20241231
205991,1,1,1,1,1,1,1,20230101,20241231
205992,0,0,0,0,0,0,1,20230101,20241231
205994,1,1,1,1,1,0,0,20230101,20241231
205996,1,1,1,1,1,1,1,20230101,20241231
205998,1,1,1,1,1,0,0,20230901,20240613
205999,1,1,1,1,1,0,0,20230901,20240613
206000,1,1,1,1,1,0,0,20230901,20240613
206001,1,1,1,1,1,0,0,20230901,20240613
206004,0,0,0,0,0,0,1,20230101,20250122
206005,0,0,0,0,0,1,0,20230301,20250122
206006,0,0,0,0,1,0,0,20230301,20250122
206007,1,0,0,0,0,0,0,20230301,20250122
206008,0,1,1,1,0,0,0,20230301,20250122
206018,1,1,1,1,1,1,1,20230101,20241231
206019,1,1,1,1,0,0,0,20230101,20241231
206020,0,0,1,0,0,0,0,20230101,20241231
206021,0,0,0,0,0,1,0,20230301,20250122
206023,1,1,1,1,1,1,0,20230101,20241231
206024,1,1,1,1,1,1,1,20230101,20241231
206034,1,1,1,1,1,1,1,20230101,20241231
206037,1,1,1,1,1,1,1,20230101,20241231
206038,1,1,1,1,1,0,0,20230101,20241231
206057,1,1,1,1,1,0,0,20230101,20241231
206058,0,0,1,0,0,0,0,20230101,20241231
206059,1,1,1,1,1,0,0,20230101,20241231
206061,1,1,1,1,1,1,1,20230101,20241231
206062,1,1,1,1,1,1,1,20230101,20241231
206063,1,1,1,1,1,0,1,20230101,20241231
206066,1,1,1,1,1,0,1,20230101,20241231
206076,1,1,1,1,1,0,0,20230101,20241231
206079,1,1,1,1,1,0,0,20230101,20241231
206094,0,1,1,1,1,0,0,20230101,20241231
206095,0,1,1,1,1,0,0,20230101,20241231
206096,1,1,1,1,1,0,0,20230101,20241231
206097,0,0,1,0,1,0,0,20230101,20241231
206101,0,1,1,0,1,0,0,20230101,20241231
206102,0,1,0,0,1,0,0,20230101,20241231
206112,0,0,1,0,0,0,0,20230101,20241231
206113,1,1,1,1,1,0,1,20230101,20241231
206121,1,1,1,1,1,0,1,20230101,20241231
206122,1,1,1,1,1,1,0,20230101,20241231
206124,1,1,1,1,1,0,0,20230101,20241231
206125,1,1,1,1,1,1,1,20230101,20241231
206127,1,1,1,1,1,0,0,20230201,20300630
206128,1,1,1,1,1,0,0,20230201,20300630
206129,1,1,1,1,1,1,1,20230101,20241231
206130,1,1,1,1,1,0,0,20230101,20241231
206131,1,1,1,1,1,0,0,20230101,20241231
206132,0,0,1,0,1,0,0,20230101,20241231
206133,1,1,1,1,1,0,0,20230101,20241231
206139,1,1,1,1,1,0,0,20230101,20241231
206148,1,1,1,1,1,0,0,20230101,20241231
206162,1,1,1,1,1,1,1,20230101,20241231
206164,1,1,1,1,1,1,1,20230101,20241231
206165,1,1,1,1,1,1,1,20230101,20241231
206166,1,1,1,1,1,1,1,20230101,20241231
206229,1,1,1,1,1,1,1,20230101,20241231
206230,1,1,1,1,1,1,1,20230101,20241231
206247,1,1,1,1,1,1,1,20230101,20241231
206249,1,1,1,1,1,0,0,20230101,20241231
206250,1,1,1,1,1,1,1,20230101,20241231
206251,1,1,1,1,1,1,1,20230101,20241231
206252,1,1,1,1,1,1,1,20230101,20241231
206256,1,1,1,1,1,0,0,20230101,20241231
206257,1,1,1,1,1,0,0,20230101,20241231
206258,1,1,1,1,1,1,0,20230101,20241231
206259,1,1,1,1,1,0,0,20230101,20241231
206260,1,1,1,1,1,0,0,20230101,20241231
206261,0,0,0,0,1,0,1,20230101,20241231
206262,0,0,0,0,1,0,1,20230101,20241231
206269,1,1,1,1,1,1,1,20230101,20241231
206270,1,1,1,1,1,1,1,20230101,20241231
206272,0,0,0,0,0,1,1,20230101,20241231
206287,1,1,1,1,1,1,1,20230101,20241231
206303,1,1,1,1,1,1,1,20230101,20241231
206304,1,1,1,1,1,0,0,20230101,20241231
206305,1,1,1,1,1,0,0,20230101,20241231
206307,0,1,0,1,0,0,0,20221212,20241231
206308,1,0,1,0,1,0,0,20221212,20241231
206326,1,1,1,1,1,0,0,20230301,20300331
206342,1,1,1,1,1,0,0,20221205,20241231
206350,0,0,0,0,0,1,1,20221205,20241231
206351,1,1,1,1,1,0,0,20221205,20241231
206352,1,1,1,1,1,1,1,20221205,20241231
206353,1,1,1,1,1,0,0,20221205,20241231
206363,1,0,1,0,1,0,0,20230101,20241231
206364,1,1,1,1,1,0,1,20230101,20241231
206377,1,1,1,1,1,1,1,20230901,20240131
206378,1,1,1,1,1,1,1,20230116,20240131
206379,1,1,1,1,1,1,1,20230116,20240131
206420,0,0,0,0,0,0,1,20230101,20250122
206503,1,1,1,1,1,0,0,20221207,20251008
206514,1,1,1,1,1,0,0,20221207,20251008
206524,0,0,0,0,0,1,1,20221207,20251008
206529,0,0,0,0,0,1,1,20221207,20251008
206571,0,0,0,0,0,1,0,20221207,20251008
206573,0,0,0,0,0,0,1,20230101,20250122
206590,1,1,1,1,1,1,0,20230101,20280630
206591,1,1,1,1,1,1,1,20230101,20280630
206592,1,1,1,1,1,1,1,20230101,20280630
206596,1,1,1,1,1,1,1,20230101,20250122
206597,0,0,0,0,0,1,1,20230101,20250122
206604,1,1,1,1,1,0,0,20230101,20250122
206605,0,0,0,0,0,0,1,20230101,20250122
206611,1,1,1,1,1,1,1,20230101,20250122
206612,0,0,0,0,0,1,1,20230101,20250122
206613,1,1,1,1,1,0,0,20230101,20250122
206621,1,1,1,1,1,1,1,20230101,20250122
206622,1,1,1,1,1,0,0,20230101,20250122
206623,1,1,1,1,1,0,0,20230101,20250122
206624,1,0,1,0,1,0,0,20230101,20250122
206625,0,1,0,1,0,0,0,20230101,20250122
206630,1,1,1,1,1,0,0,20230101,20250122
206631,1,1,1,1,1,1,0,20230101,20250122
206637,1,1,1,1,1,1,1,20230101,20280630
206645,1,1,1,1,1,0,0,20230101,20280630
206666,1,1,1,1,1,1,1,20230101,20280630
206859,1,1,1,1,1,0,0,20230101,20280630
206872,1,1,1,1,1,1,0,20230101,20280630
206884,1,1,1,1,1,1,0,20230101,20280630
206887,0,1,0,0,1,0,0,20230101,20280630
206889,1,1,1,1,1,0,0,20230101,20280630
206896,1,1,1,1,1,1,1,20230101,20261231
206897,1,1,1,1,1,1,1,20230101,20261231
206898,1,1,1,1,1,1,1,20230101,20261231
206899,1,1,1,1,1,1,1,20230101,20261231
206900,1,1,1,1,1,1,1,20230101,20261231
206901,1,1,1,1,1,0,0,20230101,20280630
206905,0,1,0,1,0,1,0,20230101,20280630
206909,1,0,0,0,1,0,0,20230101,20280630
206911,0,0,1,0,0,0,0,20230101,20280630
206925,1,1,1,1,1,0,0,20230101,20280630
206930,0,0,0,0,0,1,1,20230101,20280630
206935,1,1,1,1,1,1,1,20230101,20280630
206944,1,1,1,1,1,1,1,20230101,20280630
207043,1,1,1,1,1,0,0,20230213,20250122
207044,1,1,1,1,1,0,0,20230213,20250122
207045,1,1,1,1,1,0,0,20230213,20250122
207046,1,1,1,1,1,0,0,20230213,20250122
207047,1,1,1,1,1,0,0,20230213,20250122
207048,1,1,1,1,1,0,0,20230213,20250122
207049,1,1,1,1,1,0,0,20230213,20250122
207050,1,1,1,1,1,0,0,20230213,20250122
207051,1,1,1,1,1,0,0,20230213,20250122
207053,0,0,0,0,0,1,0,20230213,20250122
207054,0,0,0,0,0,1,0,20230213,20250122
207055,0,0,0,0,0,1,0,20230213,20250122
207056,0,0,0,0,0,1,0,20230213,20250122
207057,0,0,0,0,0,1,0,20230213,20250122
207058,0,0,0,0,0,1,0,20230213,20250122
207059,0,0,0,0,0,0,1,20230213,20250122
207060,0,0,0,0,0,0,1,20230213,20250122
207061,0,0,0,0,0,0,1,20230213,20250122
207062,0,0,0,0,0,0,1,20230213,20250122
207063,0,0,0,0,0,0,1,20230213,20250122
207072,0,0,0,0,1,0,1,20230901,20240531
207075,1,1,1,1,1,1,1,20230101,20261231
207076,0,0,0,0,1,0,0,20230901,20240531
207078,1,1,1,1,1,1,0,20230901,20240531
207085,1,1,1,1,1,1,1,20230116,20261231
207179,1,1,1,1,1,0,0,20230901,20250122
207180,1,1,1,1,1,0,0,20230901,20250122
207181,1,1,1,1,1,0,0,20230901,20250122
207182,0,0,0,0,0,1,0,20230901,20250122
207183,0,0,0,0,0,1,0,20230901,20250122
207184,0,0,0,0,0,0,1,20230901,20250122
207194,1,1,1,1,1,1,1,20230301,20250122
207197,1,1,1,1,1,1,1,20230301,20250122
207198,1,1,1,1,1,0,0,20230101,20270831
207199,1,1,1,1,1,0,0,20230301,20250122
207201,1,1,1,1,1,1,1,20230301,20250122
207202,0,0,0,0,0,1,1,20230301,20250122
207209,1,1,1,1,1,0,0,20230901,20240612
207211,1,1,1,1,1,0,0,20230123,20250122
207213,0,0,0,0,0,1,0,20240105,20250122
207214,0,0,0,0,0,0,1,20240105,20250122
207215,0,0,0,0,0,0,1,20240105,20250122
207216,1,1,1,1,1,0,0,20230901,20240612
207225,0,0,0,0,1,0,0,20230113,20241031
207249,1,1,1,1,1,0,0,20230109,20250122
207250,1,1,1,1,1,0,0,20230109,20250122
207251,1,1,1,1,1,0,0,20230109,20250122
207252,0,0,0,0,0,0,1,20231101,20240229
207256,0,0,0,0,1,0,1,20240301,20240531
207278,0,0,0,0,0,1,0,20230109,20250122
207279,0,0,0,0,0,1,0,20230109,20250122
207286,0,0,0,0,0,0,1,20230109,20250122
207287,0,0,0,0,0,0,1,20230109,20250122
207524,1,1,1,1,1,0,0,20230901,20250122
207547,1,1,1,1,1,0,0,20230901,20250122
207550,1,1,1,1,1,1,1,20230301,20250122
207588,1,1,1,1,1,1,1,20230301,20250122
207589,1,1,1,1,1,1,1,20230301,20250122
207590,1,1,1,1,1,1,1,20230301,20250122
207591,1,1,1,1,1,1,1,20230301,20250122
207594,1,1,1,1,1,1,1,20230301,20250122
207595,1,1,1,1,1,1,1,20230301,20250122
207596,1,1,1,1,1,1,0,20230104,20240128
207597,0,0,0,0,0,0,1,20230104,20240128
207598,0,0,0,0,0,1,1,20230104,20240128
207599,1,1,1,1,1,0,0,20230104,20240128
207600,1,1,1,1,1,0,0,20230104,20240128
207618,1,1,1,1,1,0,0,20230109,20241231
207628,1,1,1,1,1,0,0,20230301,20250122
207630,1,1,1,1,1,1,1,20230301,20250122
207634,1,1,1,1,1,0,0,20230821,20240612
207635,1,1,1,1,1,1,1,20230821,20240612
207636,1,1,1,1,1,1,1,20230821,20240612
207649,1,1,1,1,1,1,1,20230301,20300331
207650,1,1,1,1,1,1,1,20230301,20300331
207651,1,1,1,1,1,1,1,20230301,20300331
207652,1,1,1,1,1,0,0,20230301,20300331
207653,1,1,1,1,1,0,0,20230301,20300331
207654,1,1,1,1,1,0,0,20230301,20300331
207655,0,0,0,0,0,0,1,20230301,20300331
207656,0,0,0,0,0,1,1,20230301,20300331
207657,1,1,1,1,1,1,1,20230301,20300331
207658,1,1,1,1,1,1,1,20230301,20300331
207659,1,1,1,1,1,1,1,20230301,20300331
207660,1,1,1,1,1,1,1,20230301,20300331
207661,0,0,0,0,0,1,0,20230301,20300331
207662,1,1,1,1,1,0,0,20230301,20300331
207663,1,1,1,1,1,1,1,20230301,20300331
207681,1,1,1,1,1,0,0,20230301,20290930
207682,1,1,1,1,1,0,0,20230301,20290930
207704,1,1,1,1,1,1,1,20230301,20300331
207706,1,1,1,1,1,1,1,20230201,20280131
207709,0,0,0,0,0,0,1,20230601,20250122
207710,0,0,0,0,0,0,1,20230601,20250122
207711,0,0,0,0,0,0,1,20230601,20250122
207712,0,0,0,0,0,0,1,20230601,20250122
